base_price,competitor_price,demand,inventory,time_to_event,distance,demand_ratio,final_price,season_Autumn,season_Monsoon,season_Summer,season_Winter,customer_type_New,customer_type_Premium,customer_type_Regular
2758,1951,650,419,435,1215,1.5513126491646778,4170.23,0,1,0,0,0,1,0
3600,1997,102,236,486,1989,0.4322033898305085,4417.07,0,0,0,1,0,0,1
474,3518,460,324,219,568,1.4197530864197532,678.38,0,0,1,0,0,0,1
2220,3697,405,136,211,1543,2.9779411764705883,4553.56,0,1,0,0,0,1,0
4120,1427,901,477,496,1075,1.8888888888888888,6855.48,0,1,0,0,0,0,1
2121,714,933,289,661,991,3.2283737024221453,4192.07,0,1,0,0,0,1,0
3805,344,560,376,232,1575,1.4893617021276595,5836.54,0,0,1,0,1,0,0
3359,856,942,30,600,298,31.4,36491.88,0,0,0,1,1,0,0
3535,923,488,325,148,1096,1.5015384615384615,5558.66,0,0,0,1,0,1,0
1989,2927,325,255,207,256,1.2745098039215685,2998.93,0,1,0,0,1,0,0
1923,3907,680,99,360,309,6.8686868686868685,6054.16,0,0,0,1,1,0,0
1574,2879,707,413,419,91,1.7118644067796611,2569.16,1,0,0,0,1,0,0
2342,1946,362,15,417,149,24.133333333333333,19895.94,0,1,0,0,1,0,0
3343,1340,777,460,696,1054,1.6891304347826086,5185.94,0,0,1,0,0,0,1
3234,4711,248,275,553,462,0.9018181818181819,4188.1,0,0,0,1,0,1,0
2170,573,113,405,182,635,0.27901234567901234,2511.19,0,0,1,0,0,1,0
459,4231,916,106,556,1409,8.641509433962264,1692.09,0,0,0,1,1,0,0
2141,3349,887,159,210,1773,5.578616352201258,5990.24,0,0,1,0,0,1,0
1241,1892,38,455,250,1816,0.08351648351648351,1375.4,0,0,1,0,0,1,0
1735,1834,98,454,512,637,0.21585903083700442,1993.65,0,0,0,1,0,1,0
4100,4042,384,89,596,646,4.314606741573034,10211.68,0,1,0,0,0,0,1
2043,1044,406,26,139,518,15.615384615384615,11800.72,0,1,0,0,1,0,0
4874,1611,572,147,231,1919,3.891156462585034,11183.62,0,0,1,0,0,1,0
3461,4181,373,149,12,1397,2.5033557046979866,6614.65,1,0,0,0,0,0,1
3080,4626,959,348,273,1221,2.7557471264367814,5649.97,0,0,1,0,1,0,0
106,958,156,49,488,190,3.183673469387755,223.71,1,0,0,0,0,0,1
3367,3660,323,416,90,1827,0.7764423076923077,4253.5,0,1,0,0,0,0,1
1691,329,557,177,25,1920,3.146892655367232,3507.56,1,0,0,0,0,0,1
3364,2517,805,83,538,1772,9.698795180722891,14095.56,0,0,0,1,0,1,0
2706,277,461,83,665,79,5.554216867469879,7882.71,1,0,0,0,1,0,0
3319,4028,908,59,572,1571,15.389830508474576,19591.19,0,0,0,1,1,0,0
3373,2715,515,19,60,816,27.105263157894736,33413.44,0,0,1,0,0,1,0
1013,1713,495,112,171,1906,4.419642857142857,2366.81,1,0,0,0,1,0,0
2111,2940,110,359,588,1897,0.3064066852367688,2401.98,0,0,0,1,1,0,0
1542,3047,116,397,447,72,0.29219143576826195,1750.88,0,0,1,0,0,0,1
3154,1874,866,394,667,43,2.197969543147208,5515.44,1,0,0,0,0,1,0
3646,3971,946,308,692,803,3.0714285714285716,7342.73,1,0,0,0,0,0,1
4321,181,300,348,594,1157,0.8620689655172413,5964.93,0,0,0,1,1,0,0
3028,945,358,398,10,1823,0.8994974874371859,3875.3,0,0,1,0,1,0,0
1929,2909,626,487,243,1130,1.2854209445585216,2743.71,0,0,0,1,0,1,0
675,1316,742,483,178,1695,1.536231884057971,1081.6,1,0,0,0,0,0,1
1029,4813,597,113,257,357,5.283185840707965,2778.37,0,0,1,0,0,0,1
3859,3360,236,299,310,8,0.7892976588628763,5045.37,0,1,0,0,0,0,1
3799,3245,605,459,516,1798,1.318082788671024,5344.17,0,1,0,0,0,1,0
1563,2363,986,289,215,1367,3.411764705882353,3252.62,0,1,0,0,0,0,1
3375,2437,597,151,30,437,3.9536423841059603,7407.32,1,0,0,0,0,0,1
1154,544,770,306,346,80,2.5163398692810457,2053.0,0,1,0,0,1,0,0
2000,1022,776,179,65,1580,4.335195530726257,4892.51,1,0,0,0,1,0,0
1557,4388,59,22,636,689,2.6818181818181817,3024.23,0,0,1,0,0,0,1
1499,4484,877,166,153,1416,5.283132530120482,4211.97,0,0,0,1,0,0,1
3515,2730,979,458,40,576,2.1375545851528384,5914.12,1,0,0,0,1,0,0
542,1267,731,183,26,900,3.9945355191256833,1231.17,0,0,1,0,0,1,0
3750,4063,167,171,273,288,0.9766081871345029,5124.77,0,0,1,0,1,0,0
4752,3541,337,456,159,1845,0.7390350877192983,5854.15,0,0,1,0,0,0,1
1278,3612,754,141,701,1137,5.347517730496454,3596.73,0,0,0,1,0,1,0
4558,995,892,37,581,963,24.10810810810811,39336.9,1,0,0,0,0,0,1
1357,3822,86,92,1,1855,0.9347826086956522,1905.31,0,0,1,0,0,0,1
3734,2160,744,394,79,1906,1.8883248730964468,5917.92,0,1,0,0,0,0,1
1941,3134,642,429,228,720,1.4965034965034965,2849.9,0,1,0,0,0,1,0
2409,2487,463,372,327,956,1.2446236559139785,3423.82,0,0,1,0,0,0,1
1010,1997,319,278,558,226,1.1474820143884892,1385.76,0,1,0,0,0,1,0
4440,1899,336,260,620,1357,1.2923076923076924,6590.55,0,1,0,0,1,0,0
4737,4507,517,379,501,1441,1.3641160949868074,7307.59,1,0,0,0,0,1,0
4109,2880,862,115,475,278,7.495652173913044,13468.9,0,0,0,1,0,0,1
2269,1227,879,270,355,895,3.2555555555555555,4593.7,1,0,0,0,0,0,1
2272,438,116,362,124,1823,0.32044198895027626,2549.66,0,0,1,0,1,0,0
223,4554,250,23,660,792,10.869565217391305,998.54,0,0,1,0,1,0,0
3258,1272,444,89,424,1027,4.98876404494382,8501.7,0,1,0,0,1,0,0
885,2908,37,385,252,545,0.09610389610389611,976.7,1,0,0,0,0,1,0
2516,4963,713,169,514,478,4.218934911242603,6118.08,0,0,1,0,0,1,0
896,3129,258,187,701,1434,1.3796791443850267,1339.42,0,0,1,0,0,1,0
4272,2189,373,164,507,1331,2.274390243902439,7611.62,0,1,0,0,0,1,0
4254,4397,734,44,486,1238,16.681818181818183,27694.89,0,1,0,0,1,0,0
2036,3117,542,268,478,1054,2.0223880597014925,3401.12,0,0,1,0,0,0,1
2256,4659,481,269,583,419,1.788104089219331,3470.47,1,0,0,0,0,0,1
3907,548,676,144,333,1561,4.694444444444445,9609.81,0,0,0,1,0,1,0
1401,4993,548,470,609,1052,1.1659574468085105,1897.74,1,0,0,0,1,0,0
4263,893,598,498,232,609,1.2008032128514057,6026.88,0,1,0,0,1,0,0
3240,536,827,140,542,87,5.9071428571428575,9303.14,0,0,1,0,1,0,0
3336,4726,422,90,30,1050,4.688888888888889,8107.83,0,1,0,0,0,0,1
2452,4760,944,376,173,120,2.5106382978723403,4623.4,0,0,1,0,0,0,1
2032,1720,578,68,468,713,8.5,7612.56,0,0,1,0,0,1,0
2821,3601,640,83,476,392,7.710843373493976,9557.64,0,0,0,1,0,0,1
464,3019,997,248,317,1381,4.020161290322581,1101.31,0,1,0,0,1,0,0
2490,4408,174,138,397,353,1.2608695652173914,3661.09,0,0,0,1,0,0,1
1046,1048,998,421,125,15,2.370546318289786,1824.17,1,0,0,0,0,0,1
1477,4044,585,324,80,305,1.8055555555555556,2500.85,0,1,0,0,0,0,1
1539,1227,57,383,696,1278,0.14882506527415143,1636.24,0,0,0,1,0,1,0
3280,291,671,446,527,623,1.5044843049327354,5127.77,0,1,0,0,0,0,1
4957,4112,493,147,523,520,3.3537414965986394,10907.25,0,0,0,1,0,1,0
440,3860,167,464,396,1975,0.3599137931034483,522.88,0,0,0,1,0,0,1
3089,3830,677,112,89,853,6.044642857142857,9269.17,0,1,0,0,0,1,0
482,1503,160,396,3,640,0.40404040404040403,589.24,1,0,0,0,1,0,0
1656,2090,234,400,536,1210,0.585,1999.02,0,0,0,1,1,0,0
399,1204,269,18,601,387,14.944444444444445,2248.49,0,0,0,1,1,0,0
238,4900,396,241,521,905,1.6431535269709543,378.1,0,1,0,0,0,1,0
458,648,265,108,558,1524,2.4537037037037037,865.28,1,0,0,0,1,0,0
1622,3548,70,227,606,14,0.30837004405286345,1881.45,0,1,0,0,0,1,0
3556,1961,873,462,71,1254,1.8896103896103895,6116.23,0,0,1,0,0,1,0
1727,4349,781,406,700,91,1.9236453201970443,2784.35,0,1,0,0,0,1,0
1403,670,842,246,139,1428,3.4227642276422765,3078.49,0,0,1,0,1,0,0
1234,1884,405,231,10,1529,1.7532467532467533,2057.66,0,0,0,1,0,1,0
2286,2387,406,177,515,4,2.2937853107344632,4023.86,1,0,0,0,0,0,1
3270,2521,171,379,531,1022,0.45118733509234826,4069.76,1,0,0,0,1,0,0
3935,4072,389,71,130,1688,5.47887323943662,10613.1,0,1,0,0,0,0,1
2251,904,452,327,401,1243,1.382262996941896,3487.87,0,0,1,0,1,0,0
1337,898,358,496,221,1612,0.7217741935483871,1773.35,0,1,0,0,0,1,0
3835,3375,978,19,642,796,51.473684210526315,63472.56,1,0,0,0,0,1,0
2934,710,40,243,437,1891,0.1646090534979424,3239.4,0,0,1,0,0,1,0
4360,1906,80,96,400,216,0.8333333333333334,5738.22,1,0,0,0,1,0,0
1098,4338,406,276,113,1183,1.4710144927536233,1591.57,0,0,1,0,1,0,0
2667,3360,447,213,650,1787,2.0985915492957745,4363.26,0,1,0,0,0,1,0
1407,4467,11,327,452,1603,0.03363914373088685,1421.92,0,0,0,1,1,0,0
756,3471,938,342,555,1758,2.742690058479532,1450.32,0,0,0,1,0,0,1
2760,2573,571,369,218,704,1.5474254742547426,4228.71,0,0,1,0,0,1,0
2311,2193,144,250,58,731,0.576,2965.24,0,0,1,0,0,0,1
2009,2242,155,65,113,1397,2.3846153846153846,3564.17,0,0,0,1,0,0,1
3830,4101,188,119,700,17,1.5798319327731092,6016.81,0,1,0,0,1,0,0
2146,3180,273,58,122,1926,4.706896551724138,5180.22,0,1,0,0,0,0,1
3262,4654,320,252,408,495,1.2698412698412698,4803.57,1,0,0,0,0,1,0
1240,1532,213,25,460,1643,8.52,4812.22,1,0,0,0,0,0,1
366,2617,820,82,85,1490,10.0,1515.94,0,0,0,1,1,0,0
1945,2957,708,381,618,444,1.858267716535433,3124.44,0,0,0,1,1,0,0
1808,605,39,211,400,1763,0.1848341232227488,2027.72,0,0,0,1,0,1,0
3730,1196,68,102,356,1105,0.6666666666666666,4623.06,0,0,1,0,0,1,0
3311,4279,18,146,99,779,0.1232876712328767,3571.63,1,0,0,0,0,1,0
2393,4254,997,42,521,166,23.738095238095237,19965.37,0,0,0,1,0,1,0
3832,1144,333,97,518,357,3.4329896907216493,8046.84,0,0,0,1,0,1,0
3929,2304,176,428,108,234,0.411214953271028,4713.57,1,0,0,0,0,0,1
1610,4002,346,212,152,1186,1.6320754716981132,2619.5,0,0,0,1,0,0,1
575,1452,916,48,27,175,19.083333333333332,4092.36,0,0,0,1,1,0,0
1076,1696,388,123,119,1696,3.154471544715447,2096.36,0,1,0,0,0,0,1
1307,675,907,342,100,1387,2.652046783625731,2408.8,1,0,0,0,0,1,0
2060,779,800,256,3,1400,3.125,4371.31,0,1,0,0,0,1,0
657,4398,712,352,329,697,2.022727272727273,1151.78,1,0,0,0,1,0,0
982,3812,251,418,529,1198,0.6004784688995215,1172.3,0,0,0,1,0,1,0
2294,3928,799,379,106,238,2.108179419525066,4085.04,0,0,1,0,1,0,0
4861,1229,966,217,230,1187,4.451612903225806,12447.8,0,0,1,0,0,0,1
2767,4004,675,321,304,988,2.102803738317757,4659.0,0,1,0,0,0,0,1
4777,3293,917,441,177,1014,2.0793650793650795,8300.7,0,0,1,0,0,0,1
4890,417,169,478,84,1942,0.35355648535564854,5711.54,0,0,1,0,1,0,0
1710,3796,786,403,263,912,1.9503722084367245,2801.9,0,1,0,0,0,1,0
3588,4601,244,306,196,1262,0.7973856209150327,4514.48,0,0,0,1,1,0,0
2554,3096,462,369,249,1642,1.2520325203252032,3642.22,1,0,0,0,0,0,1
4594,3694,867,220,382,630,3.940909090909091,10955.51,0,0,0,1,1,0,0
2046,3309,208,364,458,1256,0.5714285714285714,2591.18,0,1,0,0,0,1,0
4910,2642,486,68,661,588,7.147058823529412,15948.1,0,0,0,1,1,0,0
4899,778,42,165,718,1541,0.2545454545454545,5561.9,0,0,0,1,0,0,1
2908,1989,417,131,409,1754,3.183206106870229,5915.82,0,1,0,0,0,1,0
3925,1743,98,129,81,794,0.7596899224806202,5044.24,0,1,0,0,0,0,1
3636,934,616,306,701,1869,2.0130718954248366,6275.79,0,1,0,0,0,1,0
3902,2341,230,331,412,920,0.6948640483383686,4971.46,0,0,1,0,0,1,0
4277,2455,78,444,206,1260,0.17567567567567569,4583.92,0,1,0,0,0,0,1
4799,1768,303,71,388,1347,4.267605633802817,11237.48,0,1,0,0,0,0,1
2070,2653,246,167,399,1568,1.473053892215569,3154.24,0,1,0,0,0,0,1
3922,380,916,49,8,407,18.693877551020407,27712.81,0,1,0,0,1,0,0
2919,2862,169,251,626,177,0.6733067729083665,3686.89,0,0,0,1,0,0,1
1002,4803,841,49,517,1524,17.163265306122447,6543.41,0,1,0,0,0,1,0
464,4678,849,462,450,119,1.8376623376623376,776.62,1,0,0,0,1,0,0
4358,1346,797,367,476,1214,2.1716621253405997,7589.76,0,1,0,0,1,0,0
3219,1872,299,199,342,614,1.5025125628140703,5126.32,1,0,0,0,1,0,0
2658,2264,888,243,73,365,3.654320987654321,5703.21,1,0,0,0,1,0,0
1963,291,563,24,121,486,23.458333333333332,17228.66,0,0,1,0,1,0,0
215,2935,913,133,302,1997,6.864661654135339,674.06,0,0,1,0,1,0,0
2484,2765,587,237,234,1103,2.476793248945148,4559.89,0,0,0,1,0,0,1
4035,2663,542,396,66,322,1.3686868686868687,5951.29,0,1,0,0,0,1,0
2590,406,344,289,230,139,1.1903114186851211,3645.94,0,1,0,0,0,0,1
1042,631,591,434,543,1360,1.3617511520737327,1608.98,1,0,0,0,0,1,0
1824,4317,782,456,51,1426,1.7149122807017543,2837.62,0,1,0,0,1,0,0
2434,2796,511,57,659,1250,8.964912280701755,9586.22,1,0,0,0,0,0,1
2867,4787,255,198,607,1290,1.2878787878787878,4294.3,0,0,1,0,0,0,1
1237,158,332,313,329,333,1.060702875399361,1662.75,0,0,0,1,0,0,1
2627,1673,756,56,387,224,13.5,14557.37,0,0,1,0,0,1,0
4217,1240,948,193,38,572,4.9119170984455955,11001.27,0,1,0,0,1,0,0
3520,1910,793,114,710,776,6.956140350877193,11859.34,1,0,0,0,1,0,0
4878,3298,620,378,173,967,1.6402116402116402,7761.48,0,0,1,0,1,0,0
4006,3576,338,469,493,1584,0.720682302771855,5188.52,0,1,0,0,0,1,0
3737,4594,556,256,455,593,2.171875,6385.18,1,0,0,0,0,0,1
3053,2662,348,273,41,809,1.2747252747252746,4545.75,0,1,0,0,0,1,0
2467,2952,180,215,129,987,0.8372093023255814,3095.81,0,1,0,0,1,0,0
4321,1041,119,27,54,1915,4.407407407407407,10592.05,0,0,0,1,0,1,0
376,4723,816,373,86,1024,2.187667560321716,624.77,0,0,1,0,0,1,0
2099,1874,19,260,269,1544,0.07307692307692308,2210.84,0,1,0,0,0,1,0
1327,1521,211,247,296,861,0.854251012145749,1683.13,0,1,0,0,1,0,0
3852,535,925,349,21,1273,2.650429799426934,7545.19,0,0,0,1,0,0,1
3835,939,266,416,215,1780,0.6394230769230769,4857.81,0,0,0,1,1,0,0
795,4101,271,462,425,1701,0.5865800865800865,997.4,1,0,0,0,0,1,0
1409,4555,702,330,189,1883,2.1272727272727274,2504.66,0,1,0,0,0,0,1
4252,2781,439,374,161,1445,1.1737967914438503,6170.74,0,1,0,0,0,0,1
3334,1750,516,311,713,1856,1.6591639871382637,5055.51,0,1,0,0,1,0,0
4214,1345,75,75,541,187,1.0,5816.5,0,1,0,0,1,0,0
2411,2361,815,345,381,249,2.36231884057971,4522.64,0,0,0,1,0,0,1
2941,1015,682,462,244,1151,1.4761904761904763,4334.3,0,0,1,0,0,1,0
4308,2739,588,159,183,1112,3.69811320754717,9650.6,0,0,0,1,1,0,0
3659,3989,621,202,544,1069,3.0742574257425743,7430.04,1,0,0,0,0,0,1
3498,4581,598,405,548,1936,1.4765432098765432,5245.17,0,0,0,1,0,0,1
641,1426,44,156,93,1818,0.28205128205128205,761.61,0,0,1,0,0,1,0
2794,3458,984,415,368,1024,2.3710843373493975,4951.85,0,1,0,0,0,0,1
4774,1685,566,192,159,246,2.9479166666666665,9080.28,1,0,0,0,1,0,0
1188,3468,671,115,398,927,5.834782608695652,3582.03,1,0,0,0,0,0,1
3463,488,500,245,180,1435,2.0408163265306123,5990.34,0,1,0,0,0,1,0
124,2891,589,135,438,1242,4.362962962962963,296.11,0,0,1,0,0,1,0
1672,3432,263,455,373,1451,0.578021978021978,2016.97,0,0,0,1,0,1,0
3058,803,26,188,306,15,0.13829787234042554,3480.44,0,1,0,0,1,0,0
4336,2920,270,441,379,1792,0.6122448979591837,5272.81,0,0,1,0,1,0,0
1867,1159,734,410,218,826,1.7902439024390244,3023.86,0,0,1,0,1,0,0
4843,4274,834,22,329,689,37.90909090909091,61209.15,0,0,1,0,0,0,1
2335,1398,265,240,343,1359,1.1041666666666667,3417.83,0,1,0,0,0,1,0
300,1401,737,37,163,727,19.91891891891892,2253.74,0,0,1,0,0,1,0
3298,773,872,388,158,537,2.247422680412371,5835.03,1,0,0,0,0,1,0
356,2459,433,332,110,492,1.3042168674698795,532.23,1,0,0,0,1,0,0
3847,4399,510,270,567,1860,1.8888888888888888,6579.26,0,0,0,1,0,1,0
4742,4212,295,109,350,292,2.706422018348624,9419.69,0,0,0,1,0,0,1
2341,4671,947,197,365,117,4.807106598984771,6166.4,0,0,1,0,0,0,1
3275,3682,16,408,15,592,0.0392156862745098,3594.87,0,0,1,0,1,0,0
3706,1116,506,346,153,687,1.4624277456647399,5544.03,0,0,1,0,1,0,0
3436,309,901,309,532,744,2.9158576051779934,6694.07,0,0,0,1,1,0,0
4997,598,208,128,400,1851,1.625,8033.85,1,0,0,0,0,1,0
513,528,612,55,52,1493,11.127272727272727,2394.54,1,0,0,0,0,1,0
2114,3739,993,422,469,948,2.353080568720379,3931.25,0,1,0,0,0,1,0
1481,3251,668,77,321,1576,8.675324675324676,5406.41,0,0,0,1,0,0,1
1198,2205,946,393,596,683,2.4071246819338423,2205.64,0,0,1,0,0,0,1
3526,1653,427,489,367,629,0.8732106339468303,4737.87,1,0,0,0,0,1,0
3755,3306,671,314,486,1720,2.1369426751592355,6654.34,0,1,0,0,0,0,1
1009,2669,61,180,641,593,0.3388888888888889,1114.31,1,0,0,0,0,0,1
287,2728,252,367,16,387,0.6866485013623979,374.72,0,1,0,0,1,0,0
4144,1976,228,205,411,1607,1.1121951219512196,5707.09,0,0,1,0,0,1,0
3856,1167,527,342,274,652,1.54093567251462,6025.99,0,0,1,0,0,0,1
2115,1606,979,29,589,193,33.758620689655174,24985.91,1,0,0,0,0,0,1
2192,3113,118,120,306,1707,0.9833333333333333,2963.6,0,0,0,1,0,1,0
3744,1767,360,155,92,101,2.3225806451612905,6826.65,1,0,0,0,0,1,0
2230,4688,930,201,458,1094,4.626865671641791,5837.26,0,0,0,1,1,0,0
457,4800,75,442,270,1198,0.16968325791855204,495.8,1,0,0,0,1,0,0
2522,4166,19,380,52,444,0.05,2751.42,0,0,0,1,0,1,0
4357,1047,211,435,121,1725,0.4850574712643678,5148.0,0,0,1,0,0,0,1
4645,4489,803,238,50,433,3.3739495798319328,10137.0,0,1,0,0,1,0,0
1597,1271,910,21,475,1239,43.333333333333336,23335.66,0,0,0,1,0,1,0
2258,271,223,226,492,537,0.9867256637168141,3057.88,0,0,1,0,1,0,0
2655,4726,77,487,380,601,0.15811088295687886,2995.59,0,1,0,0,0,0,1
2442,1243,768,88,632,1667,8.727272727272727,9274.0,0,0,1,0,0,0,1
3051,1959,875,384,387,708,2.2786458333333335,5273.61,0,0,1,0,0,1,0
1338,2288,336,45,607,319,7.466666666666667,4766.7,0,0,1,0,1,0,0
1073,2593,59,273,661,1310,0.21611721611721613,1213.43,0,0,0,1,0,0,1
4827,3677,26,37,289,225,0.7027027027027027,6221.65,0,0,1,0,0,0,1
4065,288,532,381,454,1373,1.3963254593175853,6140.76,0,0,1,0,1,0,0
1150,4176,830,95,371,388,8.736842105263158,4532.06,0,0,1,0,0,1,0
3801,257,315,197,184,846,1.598984771573604,5727.74,0,0,0,1,1,0,0
2880,2817,401,314,662,1365,1.2770700636942676,4006.95,1,0,0,0,1,0,0
1688,2070,997,263,205,1863,3.790874524714829,3747.21,0,0,1,0,1,0,0
3978,345,133,431,172,1685,0.308584686774942,4591.79,1,0,0,0,1,0,0
2468,3003,513,89,222,1528,5.764044943820225,6928.14,0,0,1,0,1,0,0
536,2895,234,195,168,71,1.2,779.2,0,0,0,1,0,0,1
2928,3924,765,14,244,1153,54.642857142857146,51302.71,1,0,0,0,0,1,0
1656,2477,327,55,218,444,5.945454545454545,4974.2,0,0,1,0,0,1,0
3958,949,482,363,56,1314,1.3278236914600552,5932.09,1,0,0,0,0,0,1
1404,1910,990,111,575,599,8.91891891891892,5271.06,0,1,0,0,0,1,0
2484,4086,853,468,615,387,1.8226495726495726,3956.91,1,0,0,0,0,1,0
282,2226,900,11,167,18,81.81818181818181,7785.17,0,0,1,0,1,0,0
1689,4364,867,226,519,1579,3.836283185840708,3913.79,1,0,0,0,0,1,0
1687,3130,550,34,142,1100,16.176470588235293,10677.42,0,0,1,0,1,0,0
759,2407,367,266,125,1870,1.3796992481203008,1107.74,1,0,0,0,0,1,0
259,3176,492,232,90,553,2.1206896551724137,464.87,1,0,0,0,0,0,1
4053,2444,878,462,311,874,1.9004329004329004,6818.96,0,0,0,1,0,1,0
1111,719,887,433,371,1389,2.048498845265589,1805.46,0,0,0,1,0,0,1
152,3002,949,333,216,1304,2.84984984984985,295.42,1,0,0,0,1,0,0
2407,2507,886,78,441,280,11.35897435897436,11314.35,0,0,0,1,1,0,0
1328,4552,438,206,635,771,2.1262135922330097,2211.77,0,0,0,1,1,0,0
1135,3104,806,281,186,1467,2.868327402135231,2302.09,0,1,0,0,1,0,0
3802,4014,506,191,153,954,2.649214659685864,7338.27,0,0,1,0,0,0,1
4145,2586,481,456,626,329,1.0548245614035088,5501.11,0,0,1,0,0,1,0
4549,3502,580,27,96,1560,21.48148148148148,36957.3,0,1,0,0,1,0,0
1364,3696,664,116,710,508,5.724137931034483,3856.19,1,0,0,0,1,0,0
1984,1777,847,26,336,450,32.57692307692308,22340.88,0,0,0,1,1,0,0
1909,4139,873,134,515,1399,6.514925373134329,6081.78,0,0,1,0,0,0,1
3267,1404,309,492,149,1320,0.6280487804878049,4132.59,0,1,0,0,0,0,1
3897,4193,747,91,623,1500,8.208791208791208,14084.29,0,0,1,0,0,0,1
2441,2063,685,13,532,839,52.69230769230769,42092.75,1,0,0,0,0,1,0
3514,3407,93,124,715,393,0.75,4527.16,0,1,0,0,0,1,0
917,1461,386,360,402,109,1.0722222222222222,1282.16,1,0,0,0,1,0,0
2537,4394,322,360,694,359,0.8944444444444445,3420.78,1,0,0,0,0,0,1
988,1887,638,146,331,956,4.36986301369863,2421.38,0,1,0,0,0,1,0
767,1173,329,296,227,935,1.1114864864864864,1085.89,0,0,1,0,0,1,0
4828,1265,213,398,358,1313,0.535175879396985,5869.71,0,0,0,1,0,0,1
2724,3699,364,237,588,1442,1.5358649789029535,4202.69,0,0,0,1,0,1,0
4332,2817,303,25,316,318,12.12,20662.83,0,1,0,0,0,0,1
4623,3253,513,307,36,341,1.6710097719869708,7050.44,0,0,0,1,0,0,1
918,4226,154,434,509,1341,0.3548387096774194,1077.37,1,0,0,0,0,0,1
2288,3155,548,473,478,349,1.1585623678646935,3097.73,0,0,1,0,1,0,0
1206,759,26,221,428,27,0.11764705882352941,1256.71,0,1,0,0,0,1,0
2324,4742,584,255,450,638,2.2901960784313724,4017.69,1,0,0,0,1,0,0
297,2682,788,295,90,401,2.671186440677966,545.4,1,0,0,0,0,0,1
2771,1229,585,291,541,316,2.0103092783505154,4608.36,0,0,1,0,0,1,0
3592,2374,48,186,176,1706,0.25806451612903225,4013.78,0,0,1,0,0,1,0
2548,4566,139,40,420,1583,3.475,5265.1,0,0,0,1,1,0,0
570,1568,124,59,648,368,2.1016949152542375,952.3,0,0,1,0,1,0,0
2048,2202,459,152,687,343,3.0197368421052633,3905.11,0,1,0,0,0,1,0
3999,3366,959,61,638,693,15.721311475409836,23662.16,0,1,0,0,1,0,0
2110,2571,934,242,171,1389,3.8595041322314048,4915.69,0,0,1,0,1,0,0
3900,1251,54,175,394,1941,0.30857142857142855,4374.44,0,0,1,0,0,0,1
4218,192,225,47,266,904,4.787234042553192,10936.86,1,0,0,0,0,1,0
3896,2666,609,453,504,1097,1.3443708609271523,5521.02,0,1,0,0,0,0,1
4088,1381,857,29,134,1146,29.551724137931036,40379.78,0,0,0,1,0,0,1
334,3000,424,108,26,1889,3.925925925925926,763.63,1,0,0,0,0,1,0
1028,2899,698,224,277,186,3.1160714285714284,2080.79,1,0,0,0,0,1,0
3707,3277,274,53,100,836,5.169811320754717,9637.45,0,0,0,1,0,0,1
622,4611,932,120,442,319,7.766666666666667,2130.62,0,0,0,1,0,1,0
3623,2704,449,496,425,955,0.905241935483871,4621.04,0,0,1,0,0,0,1
4626,3981,626,98,30,594,6.387755102040816,14567.23,0,0,1,0,0,0,1
4988,2513,390,328,645,992,1.1890243902439024,6971.14,1,0,0,0,1,0,0
1729,1644,855,127,496,1566,6.732283464566929,5335.61,0,1,0,0,0,0,1
4728,3630,310,443,651,793,0.6997742663656885,6180.87,0,1,0,0,0,1,0
1416,2746,994,415,191,1657,2.3951807228915665,2443.03,1,0,0,0,0,0,1
2957,4884,180,248,187,353,0.7258064516129032,3703.32,0,1,0,0,0,0,1
1224,2158,629,81,140,355,7.765432098765432,4182.55,0,1,0,0,0,1,0
2687,4614,415,319,320,106,1.3009404388714734,3833.93,0,0,0,1,0,1,0
1123,1245,364,402,369,1848,0.9054726368159204,1429.7,0,0,1,0,1,0,0
1478,1010,170,408,297,418,0.4166666666666667,1818.16,0,0,1,0,0,1,0
3474,3406,804,313,200,1970,2.5686900958466454,6682.63,1,0,0,0,0,0,1
1619,1666,561,413,379,642,1.3583535108958837,2373.21,0,0,0,1,0,1,0
326,2495,35,172,80,205,0.20348837209302326,361.31,0,1,0,0,0,1,0
991,3105,92,260,447,565,0.35384615384615387,1153.66,1,0,0,0,1,0,0
4172,4607,182,366,501,1406,0.4972677595628415,5023.7,1,0,0,0,0,0,1
2357,4348,694,204,259,1321,3.4019607843137254,5133.59,0,1,0,0,1,0,0
2888,191,803,69,613,1303,11.63768115942029,13604.41,0,0,1,0,1,0,0
496,4092,79,107,544,189,0.7383177570093458,617.3,0,1,0,0,0,0,1
2178,430,844,427,121,1751,1.9765807962529274,3510.08,1,0,0,0,0,1,0
4844,1054,15,365,55,543,0.0410958904109589,5354.02,0,0,1,0,0,0,1
4524,3880,805,364,493,1474,2.2115384615384617,7561.91,1,0,0,0,1,0,0
3337,2701,204,82,18,258,2.4878048780487805,6350.6,0,0,0,1,1,0,0
3993,3077,534,231,309,453,2.311688311688312,7229.09,0,0,1,0,0,0,1
2105,4389,72,128,633,1596,0.5625,2559.78,1,0,0,0,1,0,0
2116,629,22,191,110,78,0.11518324607329843,2230.09,1,0,0,0,0,1,0
3271,2992,770,393,331,1047,1.9592875318066159,5354.9,0,0,0,1,0,1,0
2768,1366,214,227,573,503,0.9427312775330396,3738.99,0,1,0,0,0,0,1
1978,1573,906,265,264,185,3.418867924528302,4269.94,0,0,1,0,0,0,1
